 (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j)
 (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j)
 (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-9.622504486493763110e-02+0.000000000000000000e+00j)
 (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j), (9.622504486493763110e-02+0.000000000000000000e+00j), (-0.000000000000000000e+00-9.622504486493763110e-02j), (-9.622504486493763110e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+9.622504486493763110e-02j)
